task_id,task_name,description_output,confidence
342,d8c310e9.json,"To make the output, you have to... nice",10.0
343,d90796e8.json,"To make the output, you have to...if the red and green pixels are touching (not including diagonal touching) remove the red pixel (change it the same color as the background) and make the green pixel that it was touching light blue. Leave gray pixels and single green and red pixels alone.",8.0
343,d90796e8.json,"To make the output, you have to...make red pixels black if the red and green pixels are touching (excluding diagonally) and make the green pixel that it was touching teal. Leave gray and single green pixels alone.",
343,d90796e8.json,"To make the output, you have to...change the green square to blue and change the red square to black while the gray square remains the same.",
343,d90796e8.json,"To make the output, you have to...copy the exact entire image.  Where ever a green and red pixel touch on their sides (not diagonal/corners), replace the green pixel with light blue, and replace the red pixel with black (remove it)",9.0
344,d9f24cd1.json,"To make the output, you have to...extend each red dot straight up so it forms a vertical line. The red pixel must change direction as it reaches the grey pixel to the right and continue straight up.",10.0
344,d9f24cd1.json,"To make the output, you have to...extend the red pixels to the top of the grid from the bottom, take the red pixel around the gray pixel through the right to get to the top.",10.0
344,d9f24cd1.json,"To make the output, you have to...extend each red dot straight up so it forms a line to the top of the grid. If the red line would go through a gray square, the line must go to the right of it and then continue going straight up, making it a bent line.",8.0
344,d9f24cd1.json,"To make the output, you have to...draw a straight line with the base of the red dot. If the red dot line goes through a grey dot , you have to stop the red line and start it again at the right side of the grey dot and continue it.",
345,d9fac9be.json,"To make the output, you have to... There will be a color that is scattered in the pattern and specifically placed inside of the 3x3 square, MAKE the entire OUTPUT GRID that one color",
345,d9fac9be.json,"To make the output, you have to...zoom into the light blue center block.",5.0
345,d9fac9be.json,"To make the output, you have to...zoom into the light blue center block.",5.0
